Event_ID,Timestamp,Vehicle_Type,Speed_kmh,Latitude,Longitude,Event_Type,Severity,Traffic_Density
15158,2024-12-25 08:24:45,Motorcycle,30,51.145122,71.426799,Normal,Low,53.96
15159,2024-12-25 08:43:35,Car,6,51.183112,71.367117,Normal,Low,55.0
15160,2024-12-25 08:48:51,Truck,47,51.121326,71.439517,Normal,Low,64.77
15161,2024-12-25 08:51:50,Car,50,51.20072,71.457371,Normal,Low,62.24
15162,2024-12-25 08:53:19,Truck,84,51.175576,71.436861,Normal,Low,56.42
15163,2024-12-25 08:57:21,Motorcycle,44,51.162786,71.35061,Normal,Low,62.06
15164,2024-12-25 09:06:25,Motorcycle,20,51.151911,71.441813,Normal,Low,60.65
15165,2024-12-25 09:12:51,Bus,64,51.138852,71.47438,Normal,Low,58.12
15166,2024-12-25 09:23:05,Bicycle,71,51.123373,71.477184,Normal,Low,64.14
15167,2024-12-25 09:29:03,Bicycle,8,51.170503,71.491251,Normal,Low,62.3
15168,2024-12-25 09:32:19,Motorcycle,70,51.117747,71.466266,Normal,Low,58.05
15169,2024-12-25 09:32:32,Bicycle,23,51.082316,71.481962,Accident,High,88.06
15170,2024-12-25 09:34:30,Car,86,51.180872,71.44087,Normal,Low,61.21
15171,2024-12-25 09:41:13,Car,98,51.121676,71.439376,Normal,Low,63.3
15172,2024-12-25 09:49:32,Truck,94,51.17884,71.488214,Normal,Low,62.12
15173,2024-12-25 09:56:04,Car,117,51.159024,71.473974,Normal,Low,68.39
15174,2024-12-25 10:01:42,Bus,118,51.164485,71.419537,Normal,Low,67.51
15175,2024-12-25 10:28:27,Truck,55,51.090214,71.4053,Normal,Low,70.39
15176,2024-12-25 10:58:49,Bicycle,81,51.156451,71.509075,Sudden De-celeration,High,104.12
15177,2024-12-25 11:20:22,Car,2,51.174293,71.479726,Normal,Low,72.24
15178,2024-12-25 11:31:38,Car,92,51.128531,71.464711,Normal,Low,64.13
15179,2024-12-25 11:36:01,Bus,14,51.128036,71.417125,Sudden De-celeration,High,78.38
15180,2024-12-25 11:57:31,Bicycle,3,51.159024,71.473976,Normal,Low,65.71
15181,2024-12-25 12:44:25,Bicycle,28,51.11941,71.471695,Normal,Low,65.74
15182,2024-12-25 12:56:32,Bus,89,51.187417,71.330539,Sudden De-celeration,High,84.43
15183,2024-12-25 13:59:28,Car,114,51.089384,71.402717,Normal,Low,55.16
15184,2024-12-25 14:05:20,Bicycle,55,51.159594,71.442127,Normal,Low,49.51
15185,2024-12-25 14:08:34,Bicycle,74,51.196027,71.366018,Normal,Low,54.03
15186,2024-12-25 14:22:25,Bicycle,22,51.139326,71.514991,Normal,Low,46.31
15187,2024-12-25 14:48:54,Motorcycle,38,51.140747,71.444636,Normal,Low,41.13
15188,2024-12-25 15:12:33,Motorcycle,65,51.131487,71.44497,Normal,Low,36.05
15189,2024-12-25 15:29:27,Bicycle,36,51.16764,71.439846,Normal,Low,29.61
15190,2024-12-25 16:13:49,Motorcycle,27,51.146778,71.377886,Normal,Low,20.7
15191,2024-12-25 16:17:29,Bicycle,101,51.134001,71.576246,Normal,Low,24.57
15192,2024-12-25 17:07:24,Motorcycle,2,51.115549,71.440314,Accident,Medium,40.92
15193,2024-12-25 17:09:32,Motorcycle,101,51.169258,71.443875,Normal,Low,6.75
15194,2024-12-25 17:09:33,Motorcycle,0,51.170101,71.387064,Normal,Low,11.05
15195,2024-12-25 17:15:50,Motorcycle,65,51.099582,71.406203,Normal,Low,4.1
15196,2024-12-25 17:16:21,Motorcycle,95,51.119592,71.451149,Normal,Low,11.01
15197,2024-12-25 17:23:12,Bus,86,51.135664,71.398676,Normal,Low,7.91
15198,2024-12-25 17:24:26,Motorcycle,67,51.149132,71.481915,Normal,Low,10.14
15199,2024-12-25 17:33:12,Motorcycle,113,51.094985,71.430175,Normal,Low,7.91
15200,2024-12-25 17:41:09,Motorcycle,37,51.178033,71.43215,Normal,Low,9.15
15201,2024-12-25 17:45:20,Bus,72,51.172116,71.397991,Normal,Low,6.1
15202,2024-12-25 17:47:37,Bicycle,14,51.174944,71.384057,Accident,Medium,52.72
15203,2024-12-25 18:02:36,Bus,43,51.14597,71.40696,Normal,Low,1.53
15204,2024-12-25 18:08:23,Truck,105,51.145869,71.42533,Normal,Low,7.52
15205,2024-12-25 18:09:09,Bicycle,76,51.133983,71.430656,Normal,Low,1.86
15206,2024-12-25 18:10:17,Motorcycle,75,51.096922,71.468979,Normal,Low,3.53
15207,2024-12-25 18:13:57,Car,57,51.129921,71.500951,Normal,Low,2.15
15208,2024-12-25 18:19:07,Car,70,51.176528,71.393333,Normal,Low,4.52
15209,2024-12-25 18:28:10,Bicycle,65,51.124295,71.436935,Normal,Low,6.78
15210,2024-12-25 18:28:12,Bicycle,98,51.134218,71.401158,Normal,Low,8.31
15211,2024-12-25 18:33:31,Truck,117,51.153253,71.537636,Normal,Low,1.04
15212,2024-12-25 18:38:38,Bus,85,51.160786,71.539277,Normal,Low,6.97
15213,2024-12-25 18:40:35,Motorcycle,13,51.133685,71.474813,Normal,Low,0.72
15214,2024-12-25 18:42:20,Bicycle,118,51.138692,71.417135,Normal,Low,3.76
15215,2024-12-25 18:43:21,Truck,7,51.131796,71.4393,Normal,Low,3.3
15216,2024-12-25 18:51:01,Motorcycle,91,51.099029,71.411938,Normal,Low,8.01
15217,2024-12-25 18:55:58,Bicycle,72,51.102661,71.422698,Normal,Low,4.93
15218,2024-12-25 18:56:22,Motorcycle,0,51.143708,71.461861,Normal,Low,9.1
15219,2024-12-25 18:56:52,Car,43,51.130653,71.37525,Normal,Low,5.94
15220,2024-12-25 19:04:29,Car,1,51.136041,71.415833,Normal,Low,5.78
15221,2024-12-25 19:14:24,Bicycle,116,51.152692,71.461464,Normal,Low,3.59
15222,2024-12-25 19:59:20,Truck,76,51.191785,71.38065,Accident,Low,36.42
15223,2024-12-25 20:06:34,Car,69,51.117665,71.5135,Normal,Low,4.34
15224,2024-12-25 20:10:04,Truck,9,51.179387,71.423264,Normal,Low,4.12
15225,2024-12-25 21:00:29,Bicycle,57,51.111979,71.515195,Normal,Low,13.86
15226,2024-12-25 22:06:07,Truck,42,51.176424,71.434729,Normal,Low,37.94
15227,2024-12-25 22:29:31,Bus,1,51.137149,71.367831,Normal,Low,38.28
15228,2024-12-25 22:44:52,Bicycle,103,51.099999,71.452331,Normal,Low,46.54
15229,2024-12-25 23:22:39,Truck,19,51.12441,71.504492,Normal,Low,55.97
15230,2024-12-26 00:02:51,Motorcycle,53,51.168306,71.434662,Normal,Low,64.83
15231,2024-12-26 00:30:14,Bicycle,40,51.129238,71.458424,Normal,Low,72.15
15232,2024-12-26 00:53:06,Car,35,51.170221,71.450067,Normal,Low,74.68
15233,2024-12-26 01:04:10,Bus,66,51.177571,71.437201,Normal,Low,78.61
15234,2024-12-26 01:07:40,Bus,28,51.106867,71.408769,Normal,Low,75.79
15235,2024-12-26 01:24:20,Bicycle,88,51.148685,71.355346,Normal,Low,82.04
15236,2024-12-26 02:05:39,Bus,78,51.098901,71.464312,Normal,Low,82.27
15237,2024-12-26 02:14:32,Bus,44,51.129058,71.458843,Normal,Low,85.67
15238,2024-12-26 03:04:59,Motorcycle,33,51.178611,71.384902,Normal,Low,78.42
15239,2024-12-26 03:09:10,Bus,85,51.152168,71.540227,Normal,Low,78.56
15240,2024-12-26 03:24:41,Car,86,51.120666,71.44586,Normal,Low,78.72
15241,2024-12-26 04:11:53,Car,68,51.164897,71.467015,Normal,Low,73.27
15242,2024-12-26 05:30:01,Motorcycle,98,51.166853,71.40873,Normal,Low,67.96
15243,2024-12-26 05:50:56,Bus,116,51.186671,71.379291,Normal,Low,61.02
15244,2024-12-26 07:04:13,Bus,66,51.195619,71.401665,Normal,Low,56.38
15245,2024-12-26 07:29:14,Bicycle,40,51.163127,71.44118,Normal,Low,58.81
15246,2024-12-26 07:47:08,Bicycle,25,51.160497,71.481457,Normal,Low,60.2
15247,2024-12-26 07:51:11,Car,5,51.119536,71.456054,Normal,Low,56.55
15248,2024-12-26 08:08:13,Car,0,51.087293,71.407492,Normal,Low,55.48
15249,2024-12-26 08:18:10,Car,9,51.09086,71.42766,Normal,Low,54.83
15250,2024-12-26 08:23:48,Bicycle,61,51.18047,71.432493,Normal,Low,56.65
15251,2024-12-26 08:24:09,Truck,99,51.09321,71.449881,Normal,Low,60.26
15252,2024-12-26 08:31:15,Car,90,51.124596,71.382799,Accident,High,87.26
15253,2024-12-26 08:44:21,Bicycle,101,51.135765,71.408197,Normal,Low,61.82
15254,2024-12-26 08:53:53,Bicycle,34,51.198511,71.383511,Normal,Low,60.39
15255,2024-12-26 08:55:16,Truck,60,51.097858,71.451823,Normal,Low,59.11
15256,2024-12-26 09:11:57,Car,38,51.15243,71.539459,Normal,Low,64.0
15257,2024-12-26 09:17:05,Bus,2,51.148219,71.367827,Normal,Low,63.75
15258,2024-12-26 09:27:43,Car,76,51.118471,71.459943,Normal,Low,66.58
15259,2024-12-26 09:28:37,Bus,46,51.143018,71.410776,Normal,Low,65.54
15260,2024-12-26 09:31:04,Car,60,51.090047,71.433465,Normal,Low,63.52
15261,2024-12-26 09:32:25,Motorcycle,97,51.150652,71.522728,Normal,Low,66.51
15262,2024-12-26 09:43:03,Bicycle,51,51.164623,71.507431,Normal,Low,59.09
15263,2024-12-26 09:49:05,Motorcycle,64,51.157672,71.477841,Normal,Low,67.17
15264,2024-12-26 09:55:23,Truck,106,51.138411,71.416957,Normal,Low,67.98
15265,2024-12-26 10:30:10,Truck,56,51.116893,71.487752,Normal,Low,67.93
15266,2024-12-26 10:33:26,Bus,116,51.235298,71.363711,Normal,Low,61.27
15267,2024-12-26 10:40:42,Car,84,51.127278,71.511487,Normal,Low,70.79
15268,2024-12-26 11:08:56,Car,79,51.155729,71.500979,Normal,Low,68.89
15269,2024-12-26 11:30:48,Car,120,51.110914,71.415651,Normal,Low,69.43
15270,2024-12-26 11:42:25,Bicycle,80,51.129949,71.455665,Normal,Low,64.62
15271,2024-12-26 12:05:03,Truck,0,51.142277,71.490309,Normal,Low,65.17
15272,2024-12-26 12:42:54,Car,104,51.136447,71.538481,Normal,Low,60.98
15273,2024-12-26 14:08:23,Truck,100,51.124359,71.437574,Normal,Low,55.22
15274,2024-12-26 14:15:39,Truck,38,51.148922,71.488402,Normal,Low,50.48
15275,2024-12-26 14:26:30,Bicycle,91,51.136387,71.41633,Congestion,High,138.57
15276,2024-12-26 14:54:52,Bus,18,51.172137,71.485016,Normal,Low,42.74
15277,2024-12-26 15:50:41,Bus,98,51.140201,71.484649,Normal,Low,25.99
15278,2024-12-26 16:17:27,Motorcycle,66,51.177658,71.389306,Normal,Low,19.84
15279,2024-12-26 16:33:51,Truck,18,51.132525,71.585306,Normal,Low,15.65
15280,2024-12-26 17:01:54,Bicycle,36,51.125596,71.521029,Congestion,High,97.42
15281,2024-12-26 17:16:56,Bicycle,2,51.160644,71.51799,Normal,Low,8.43
15282,2024-12-26 17:24:43,Bus,29,51.172777,71.410584,Normal,Low,2.62
15283,2024-12-26 17:28:11,Bus,102,51.10295,71.407557,Normal,Low,2.29
15284,2024-12-26 17:28:37,Truck,55,51.110261,71.398514,Normal,Low,10.09
15285,2024-12-26 17:47:03,Truck,39,51.123601,71.403511,Normal,Low,6.02
15286,2024-12-26 18:16:14,Truck,41,51.178912,71.418336,Normal,Low,5.44
15287,2024-12-26 18:17:33,Bus,34,51.19605,71.367373,Normal,Low,5.24
15288,2024-12-26 18:22:52,Car,15,51.108631,71.462024,Normal,Low,0.2
15289,2024-12-26 18:31:44,Bus,3,51.150122,71.420747,Normal,Low,6.64
15290,2024-12-26 18:36:20,Bus,16,51.123619,71.476427,Normal,Low,5.28
15291,2024-12-26 18:46:47,Bicycle,51,51.206835,71.452375,Normal,Low,8.14
15292,2024-12-26 18:55:38,Bus,32,51.087131,71.475194,Congestion,High,89.58
15293,2024-12-26 19:36:17,Bus,104,51.156593,71.411751,Normal,Low,8.45
15294,2024-12-26 20:14:38,Bus,49,51.127136,71.470374,Normal,Low,4.11
15295,2024-12-26 20:33:54,Motorcycle,57,51.162,71.40315,Normal,Low,7.31
15296,2024-12-26 21:05:47,Motorcycle,91,51.138843,71.496796,Normal,Low,24.09
15297,2024-12-26 21:17:20,Bus,6,51.147516,71.407045,Normal,Low,17.67
15298,2024-12-26 21:34:01,Car,68,51.142473,71.394697,Normal,Low,27.51
15299,2024-12-26 21:50:01,Car,92,51.101752,71.41194,Normal,Low,31.74
15300,2024-12-26 22:35:36,Motorcycle,16,51.138165,71.385656,Normal,Low,44.46
15301,2024-12-26 23:05:56,Truck,111,51.174734,71.479146,Normal,Low,51.39
15302,2024-12-26 23:11:34,Car,4,51.15089,71.545508,Normal,Low,53.2
15303,2024-12-26 23:15:02,Truck,111,51.125415,71.482349,Normal,Low,56.48
15304,2024-12-26 23:24:19,Car,71,51.094646,71.404596,Normal,Low,60.18
15305,2024-12-26 23:37:09,Truck,8,51.134414,71.406186,Normal,Low,59.48
15306,2024-12-27 00:33:06,Motorcycle,11,51.159837,71.465712,Normal,Low,71.19
15307,2024-12-27 00:34:00,Truck,16,51.201791,71.465471,Normal,Low,73.38
15308,2024-12-27 00:53:06,Bus,6,51.17282,71.41127,Normal,Low,76.31
15309,2024-12-27 01:04:35,Bus,3,51.129778,71.601346,Normal,Low,81.1
15310,2024-12-27 01:08:50,Motorcycle,96,51.164421,71.447601,Normal,Low,81.53
15311,2024-12-27 02:19:38,Bicycle,42,51.105623,71.486407,Sudden De-celeration,High,97.27
15312,2024-12-27 02:27:22,Car,12,51.188088,71.448852,Normal,Low,82.86
15313,2024-12-27 02:42:00,Car,33,51.200983,71.452366,Normal,Low,83.99
15314,2024-12-27 03:55:34,Truck,57,51.147799,71.423095,Normal,Low,77.96
15315,2024-12-27 04:50:43,Bicycle,47,51.106138,71.458332,Normal,Low,72.2
15316,2024-12-27 05:39:25,Bus,39,51.162114,71.46528,Normal,Low,61.49
15317,2024-12-27 05:39:58,Bicycle,94,51.192434,71.403589,Normal,Low,70.02
15318,2024-12-27 06:31:15,Motorcycle,103,51.168955,71.376272,Normal,Low,60.52
15319,2024-12-27 06:43:21,Bus,18,51.114717,71.500864,Accident,High,93.06
15320,2024-12-27 06:48:55,Bus,13,51.150178,71.365956,Normal,Low,64.01
15321,2024-12-27 06:56:24,Truck,56,51.1688,71.403404,Normal,Low,56.91
15322,2024-12-27 06:59:56,Car,88,51.093872,71.443124,Normal,Low,55.9
15323,2024-12-27 07:13:50,Truck,23,51.166024,71.40803,Normal,Low,61.42
15324,2024-12-27 08:02:07,Motorcycle,80,51.09648,71.470022,Normal,Low,53.85
15325,2024-12-27 08:21:23,Bicycle,88,51.105058,71.457138,Normal,Low,56.79
15326,2024-12-27 08:24:40,Bus,68,51.192642,71.41434,Normal,Low,62.74
15327,2024-12-27 08:31:39,Motorcycle,48,51.105406,71.408423,Normal,Low,60.83
15328,2024-12-27 08:41:49,Truck,43,51.190487,71.409527,Normal,Low,56.55
15329,2024-12-27 08:42:54,Bus,37,51.127089,71.490664,Normal,Low,60.6
15330,2024-12-27 08:53:01,Truck,15,51.092847,71.495661,Normal,Low,64.37
15331,2024-12-27 09:12:20,Car,81,51.169568,71.452147,Normal,Low,59.22
15332,2024-12-27 09:22:19,Bicycle,107,51.197438,71.423082,Normal,Low,58.72
15333,2024-12-27 09:29:28,Car,80,51.183963,71.493149,Normal,Low,59.93
15334,2024-12-27 09:42:34,Bus,90,51.193489,71.386943,Normal,Low,59.46
15335,2024-12-27 10:12:15,Bus,75,51.168679,71.496134,Normal,Low,62.81
15336,2024-12-27 10:18:37,Bus,78,51.126291,71.409791,Normal,Low,61.01
15337,2024-12-27 10:31:39,Motorcycle,81,51.182524,71.369486,Normal,Low,65.75
15338,2024-12-27 11:13:35,Car,94,51.176845,71.419927,Normal,Low,70.1
15339,2024-12-27 11:43:05,Motorcycle,105,51.179892,71.427615,Normal,Low,63.95
15340,2024-12-27 11:53:14,Motorcycle,29,51.177758,71.428189,Normal,Low,69.55
15341,2024-12-27 11:55:06,Car,6,51.119833,71.459304,Normal,Low,63.89
15342,2024-12-27 12:17:42,Car,75,51.148202,71.557989,Normal,Low,63.4
15343,2024-12-27 12:38:59,Truck,80,51.134292,71.428938,Normal,Low,61.46
15344,2024-12-27 13:37:09,Truck,50,51.18279,71.443091,Normal,Low,55.96
15345,2024-12-27 14:00:17,Motorcycle,46,51.133828,71.431042,Normal,Low,52.1
15346,2024-12-27 14:37:11,Motorcycle,22,51.103873,71.429602,Normal,Low,49.57
15347,2024-12-27 15:00:27,Motorcycle,79,51.197427,71.474544,Normal,Low,38.29
15348,2024-12-27 15:38:57,Bus,29,51.183209,71.369861,Normal,Low,35.0
15349,2024-12-27 15:44:37,Bicycle,23,51.179187,71.421545,Normal,Low,32.06
15350,2024-12-27 16:08:35,Bus,22,51.0911,71.422679,Sudden De-celeration,Medium,60.78
15351,2024-12-27 16:08:56,Truck,83,51.181793,71.481585,Normal,Low,18.51
15352,2024-12-27 16:13:35,Bus,12,51.124345,71.575695,Accident,Medium,59.14
15353,2024-12-27 16:14:13,Bicycle,116,51.110977,71.463361,Normal,Low,21.27
15354,2024-12-27 16:46:47,Car,43,51.11277,71.464289,Normal,Low,19.16
15355,2024-12-27 16:49:32,Bus,102,51.139287,71.391957,Normal,Low,10.33
15356,2024-12-27 17:36:16,Car,52,51.109644,71.409919,Normal,Low,4.95
15357,2024-12-27 17:40:21,Bicycle,52,51.158207,71.347905,Normal,Low,5.73
15358,2024-12-27 17:42:35,Car,48,51.132758,71.583917,Normal,Low,5.49
15359,2024-12-27 17:49:31,Motorcycle,117,51.11972,71.469683,Normal,Low,4.69
15360,2024-12-27 17:55:33,Motorcycle,72,51.176184,71.383316,Normal,Low,4.6
15361,2024-12-27 17:57:45,Bicycle,34,51.171186,71.48997,Normal,Low,9.35
15362,2024-12-27 17:57:48,Bicycle,39,51.115138,71.4272,Normal,Low,9.8
15363,2024-12-27 18:05:03,Bicycle,74,51.131535,71.444669,Normal,Low,5.8
15364,2024-12-27 18:09:42,Motorcycle,22,51.135811,71.541997,Normal,Low,0.03
15365,2024-12-27 18:17:53,Truck,116,51.182442,71.457847,Normal,Low,3.15
15366,2024-12-27 18:19:40,Bus,79,51.184834,71.360117,Normal,Low,6.89
15367,2024-12-27 18:36:37,Motorcycle,48,51.191606,71.417592,Normal,Low,3.66
15368,2024-12-27 18:52:30,Truck,45,51.146168,71.449836,Normal,Low,3.1
15369,2024-12-27 18:58:30,Car,73,51.119978,71.460889,Normal,Low,3.57
15370,2024-12-27 20:40:11,Truck,57,51.149469,71.360999,Normal,Low,17.69
15371,2024-12-27 20:40:51,Truck,100,51.153452,71.45486,Normal,Low,15.21
15372,2024-12-27 20:41:04,Car,19,51.177189,71.472933,Normal,Low,12.79
15373,2024-12-27 20:48:30,Bus,89,51.10627,71.397083,Normal,Low,19.54
15374,2024-12-27 21:14:24,Car,74,51.151911,71.445019,Normal,Low,19.09
15375,2024-12-27 21:51:25,Motorcycle,116,51.171179,71.37721,Sudden De-celeration,Medium,54.7
15376,2024-12-27 23:20:05,Truck,83,51.13994,71.489365,Normal,Low,61.54
15377,2024-12-27 23:43:23,Car,5,51.14889,71.365541,Normal,Low,61.67
15378,2024-12-28 00:13:37,Bicycle,26,51.162322,71.354086,Normal,Low,72.5
15379,2024-12-28 00:28:14,Car,112,51.151909,71.441899,Normal,Low,77.52
15380,2024-12-28 01:48:31,Truck,85,51.185554,71.408374,Normal,Low,85.62
15381,2024-12-28 03:04:03,Bus,31,51.210553,71.402492,Normal,Low,79.9
15382,2024-12-28 03:19:59,Bus,85,51.094946,71.43041,Normal,Low,82.97
15383,2024-12-28 04:15:01,Truck,5,51.10932,71.527916,Accident,High,95.58
15384,2024-12-28 04:29:23,Truck,110,51.128168,71.4758,Normal,Low,74.23
15385,2024-12-28 04:50:29,Bicycle,2,51.178043,71.387161,Normal,Low,68.71
15386,2024-12-28 04:57:22,Truck,98,51.159397,71.410913,Normal,Low,73.02
15387,2024-12-28 05:14:32,Bicycle,49,51.123277,71.484484,Normal,Low,71.84
15388,2024-12-28 05:20:29,Bicycle,30,51.154064,71.454423,Normal,Low,66.98
15389,2024-12-28 05:21:50,Car,35,51.090033,71.432855,Normal,Low,68.8
15390,2024-12-28 05:26:37,Truck,11,51.187099,71.443186,Normal,Low,64.35
15391,2024-12-28 05:34:49,Bicycle,10,51.176499,71.437288,Normal,Low,67.72
15392,2024-12-28 06:09:51,Truck,42,51.104614,71.456074,Normal,Low,57.78
15393,2024-12-28 08:13:44,Truck,16,51.210199,71.382606,Normal,Low,62.57
15394,2024-12-28 08:18:34,Truck,10,51.175359,71.437489,Normal,Low,56.6
15395,2024-12-28 08:21:18,Motorcycle,45,51.124394,71.420564,Normal,Low,56.18
15396,2024-12-28 08:37:23,Truck,102,51.234095,71.553586,Congestion,High,149.01
15397,2024-12-28 08:37:36,Car,95,51.132579,71.510055,Normal,Low,56.1
15398,2024-12-28 08:44:12,Car,111,51.130961,71.417727,Normal,Low,64.5
15399,2024-12-28 09:02:57,Bicycle,82,51.175209,71.437652,Normal,Low,55.93
15400,2024-12-28 09:11:42,Bicycle,18,51.169984,71.439056,Normal,Low,56.54
15401,2024-12-28 09:14:43,Bicycle,67,51.170572,71.438167,Sudden De-celeration,High,80.94
15402,2024-12-28 09:37:42,Motorcycle,32,51.179027,71.395962,Normal,Low,63.63
15403,2024-12-28 09:53:41,Truck,33,51.182379,71.34637,Congestion,High,148.91
15404,2024-12-28 09:55:15,Car,27,51.148092,71.530724,Normal,Low,65.0
15405,2024-12-28 10:37:57,Motorcycle,115,51.103452,71.423227,Normal,Low,61.12
15406,2024-12-28 10:45:36,Truck,96,51.192701,71.402911,Normal,Low,61.45
15407,2024-12-28 11:13:05,Bicycle,106,51.132103,71.363978,Normal,Low,66.17
15408,2024-12-28 11:19:27,Motorcycle,59,51.207263,71.380018,Normal,Low,65.62
15409,2024-12-28 11:37:08,Truck,118,51.193449,71.436246,Normal,Low,69.01
15410,2024-12-28 11:56:32,Bicycle,9,51.094194,71.489978,Normal,Low,68.28
15411,2024-12-28 12:15:09,Truck,43,51.14704,71.398371,Normal,Low,62.77
15412,2024-12-28 13:36:43,Motorcycle,28,51.1184,71.435218,Normal,Low,52.58
15413,2024-12-28 14:25:04,Truck,117,51.214542,71.381894,Normal,Low,43.07
15414,2024-12-28 14:43:40,Bus,92,51.149459,71.551218,Normal,Low,47.65
15415,2024-12-28 15:04:06,Bus,93,51.14971,71.425139,Normal,Low,36.03
15416,2024-12-28 15:06:05,Bicycle,82,51.121281,71.439693,Normal,Low,41.39
15417,2024-12-28 15:07:44,Car,3,51.150177,71.497591,Normal,Low,42.26
15418,2024-12-28 15:22:47,Car,39,51.183885,71.444828,Normal,Low,30.47
15419,2024-12-28 15:30:17,Motorcycle,113,51.165384,71.455471,Accident,High,75.03
15420,2024-12-28 15:51:02,Truck,60,51.112093,71.518529,Normal,Low,26.53
15421,2024-12-28 15:54:01,Car,115,51.154486,71.478932,Normal,Low,30.21
15422,2024-12-28 16:04:18,Bus,90,51.155614,71.531304,Normal,Low,22.63
15423,2024-12-28 16:06:30,Truck,94,51.098758,71.440432,Congestion,High,99.57
15424,2024-12-28 16:21:14,Truck,10,51.131236,71.447485,Normal,Low,17.19
15425,2024-12-28 16:24:09,Bus,10,51.155774,71.452887,Normal,Low,15.52
15426,2024-12-28 16:24:51,Bus,70,51.158328,71.475927,Normal,Low,20.32
15427,2024-12-28 17:00:52,Car,99,51.168189,71.455451,Congestion,High,104.15
15428,2024-12-28 17:02:40,Truck,110,51.104304,71.455615,Normal,Low,8.24
15429,2024-12-28 17:03:42,Motorcycle,85,51.10763,71.447694,Normal,Low,14.3
15430,2024-12-28 17:16:05,Motorcycle,22,51.194751,71.3833,Normal,Low,8.59
15431,2024-12-28 17:20:14,Bicycle,34,51.131016,71.448885,Normal,Low,11.31
15432,2024-12-28 17:26:03,Car,1,51.159223,71.463985,Normal,Low,6.33
15433,2024-12-28 17:36:51,Bus,26,51.150512,71.420171,Normal,Low,4.8
15434,2024-12-28 17:42:17,Bicycle,48,51.155502,71.411935,Normal,Low,8.77
15435,2024-12-28 17:44:54,Bicycle,35,51.188682,71.497691,Normal,Low,0.63
15436,2024-12-28 17:50:23,Car,109,51.147528,71.483941,Normal,Low,8.56
15437,2024-12-28 17:51:25,Motorcycle,79,51.133735,71.466646,Normal,Low,9.11
15438,2024-12-28 17:55:02,Bicycle,92,51.16814,71.42445,Normal,Low,4.03
15439,2024-12-28 17:56:42,Motorcycle,14,51.155236,71.484044,Normal,Low,8.1
15440,2024-12-28 18:45:07,Car,73,51.166952,71.440048,Normal,Low,7.13
15441,2024-12-28 18:47:06,Truck,113,51.115792,71.413877,Normal,Low,7.98
15442,2024-12-28 18:58:11,Truck,39,51.115759,71.495042,Normal,Low,0.9
15443,2024-12-28 19:06:24,Car,66,51.137717,71.522141,Normal,Low,6.21
15444,2024-12-28 19:22:57,Motorcycle,1,51.128635,71.459829,Normal,Low,8.86
15445,2024-12-28 19:24:45,Car,66,51.133052,71.436135,Normal,Low,0.41
15446,2024-12-28 19:30:09,Truck,60,51.099374,71.43218,Normal,Low,3.99
15447,2024-12-28 19:56:40,Truck,10,51.154897,71.431018,Normal,Low,7.39
15448,2024-12-28 19:59:38,Bus,49,51.09198,71.429303,Normal,Low,5.81
15449,2024-12-28 20:02:56,Truck,56,51.082284,71.400392,Accident,Medium,49.51
15450,2024-12-28 20:03:58,Truck,4,51.106691,71.459151,Normal,Low,7.16
15451,2024-12-28 20:42:19,Truck,31,51.169778,71.493738,Normal,Low,12.99
15452,2024-12-28 21:10:13,Bus,20,51.141662,71.432098,Normal,Low,18.89
15453,2024-12-28 21:23:05,Truck,50,51.088046,71.440933,Normal,Low,28.43
15454,2024-12-28 22:44:39,Bus,70,51.086826,71.401807,Normal,Low,44.74
15455,2024-12-28 22:46:30,Truck,84,51.170801,71.447995,Normal,Low,44.05
15456,2024-12-28 23:45:44,Car,98,51.17894,71.420676,Sudden De-celeration,High,100.99
15457,2024-12-28 23:54:31,Bicycle,75,51.131812,71.406409,Normal,Low,66.87
15458,2024-12-29 00:03:25,Motorcycle,2,51.167479,71.378396,Normal,Low,63.66
15459,2024-12-29 00:07:06,Car,101,51.155149,71.431591,Normal,Low,66.21
15460,2024-12-29 00:12:57,Bus,103,51.197984,71.461414,Normal,Low,67.9
15461,2024-12-29 00:18:42,Bicycle,0,51.144498,71.56406,Congestion,High,125.29
15462,2024-12-29 00:53:39,Car,0,51.097201,71.447532,Normal,Low,74.93
15463,2024-12-29 01:02:47,Car,95,51.151066,71.544763,Normal,Low,81.41
15464,2024-12-29 01:05:11,Bus,25,51.12564,71.611156,Normal,Low,81.37
15465,2024-12-29 01:26:52,Truck,36,51.186833,71.449503,Normal,Low,81.8
15466,2024-12-29 01:35:00,Car,112,51.104645,71.449332,Congestion,High,168.95
15467,2024-12-29 02:09:12,Car,90,51.193664,71.411069,Normal,Low,86.16
15468,2024-12-29 02:25:02,Truck,106,51.176886,71.420299,Normal,Low,78.55
15469,2024-12-29 02:48:42,Car,91,51.164455,71.527422,Sudden De-celeration,High,96.15
15470,2024-12-29 03:18:20,Bicycle,10,51.188296,71.447017,Normal,Low,78.07
15471,2024-12-29 04:02:35,Motorcycle,4,51.133768,71.431396,Normal,Low,79.47
15472,2024-12-29 04:17:58,Bicycle,17,51.113129,71.43334,Normal,Low,74.92
15473,2024-12-29 05:24:36,Car,43,51.111733,71.511872,Normal,Low,67.45
15474,2024-12-29 06:37:51,Car,87,51.13407,71.575726,Normal,Low,61.21
